RecordID,DateID,WarehouseID,EquipmentID,MaintenanceID,UptimeHours,DowntimeHours,PackagesProcessed,EnergyUsed_kWH,ThroughputRate,MaintenanceCost
11440,20190611,25,74,913,20.22,3.78,5520,118.22,273.0,249.07
11441,20170526,98,46,469,19.76,4.24,4762,64.02,240.99,279.38
11442,20250913,87,6,878,21.3,2.7,8115,76.89,380.99,177.91
11443,20220107,11,64,53,23.35,0.65,8195,87.27,350.96,42.83
11444,20190303,88,82,416,20.89,3.11,7165,99.79,342.99,204.92
11445,20220512,78,70,957,17.7,6.3,5221,97.4,294.97,415.12
11446,20231021,63,72,347,23.7,0.3,4171,96.74,175.99,19.77
11447,20240303,57,58,312,17.57,6.43,5481,101.33,311.95,423.68
11448,20191206,37,87,373,22.12,1.88,6127,80.09,276.99,123.88
11449,20190905,60,78,715,21.36,2.64,5809,100.35,271.96,173.95
11450,20240627,14,7,838,21.52,2.48,8478,115.44,393.96,163.41
11451,20201002,14,59,299,22.29,1.71,5973,107.86,267.97,112.67
11452,20191208,80,67,843,23.03,0.97,8866,76.18,384.98,63.91
11453,20171113,100,56,499,17.03,6.97,6692,54.71,392.95,459.26
11454,20241002,99,98,251,23.91,0.09,5308,71.81,222.0,5.93
11455,20230627,93,37,135,21.41,2.59,7172,95.87,334.98,170.66
11456,20241006,91,75,946,20.82,3.18,5059,64.97,242.99,209.53
11457,20170401,42,95,460,22.8,1.2,5107,91.23,223.99,79.07
11458,20250703,96,66,436,16.28,7.72,6056,88.12,371.99,508.68
11459,20201228,27,80,420,23.66,0.34,5607,130.61,236.98,22.4
11460,20190517,91,7,920,16.35,7.65,4545,85.22,277.98,504.07
11461,20160925,94,95,1,20.22,3.78,3033,104.66,150.0,249.07
11462,20240815,40,51,63,16.16,7.84,3636,67.21,225.0,516.59
11463,20160322,24,99,590,18.43,5.57,2764,80.05,149.97,367.01
11464,20240706,88,64,301,18.31,5.69,3222,109.5,175.97,374.92
11465,20161119,31,75,92,23.9,0.1,7695,97.51,321.97,6.59
11466,20191006,15,78,449,20.63,3.37,5219,70.0,252.98,222.05
11467,20160803,40,20,69,22.88,1.12,3912,112.21,170.98,73.8
11468,20210829,87,49,918,21.93,2.07,6513,79.69,296.99,136.4
11469,20160409,70,35,860,18.36,5.64,4259,69.11,231.97,371.63
11470,20170622,46,9,142,17.87,6.13,6057,78.93,338.95,403.91
11471,20171202,74,30,148,22.76,1.24,5485,95.15,240.99,81.71
11472,20220207,79,24,705,23.89,0.11,6163,128.55,257.97,7.25
11473,20210418,84,29,814,21.98,2.02,4044,94.34,183.99,133.1
11474,20180912,14,58,43,20.19,3.81,3997,118.1,197.97,251.05
11475,20151115,49,22,349,20.16,3.84,6168,81.76,305.95,253.02
11476,20190219,7,10,272,20.64,3.36,3632,120.48,175.97,221.39
11477,20151216,12,34,173,19.83,4.17,7872,71.94,396.97,274.77
11478,20230929,33,57,806,18.37,5.63,4629,106.44,251.99,370.97
11479,20241217,95,1,675,18.86,5.14,6997,58.71,371.0,338.68
11480,20210708,44,95,427,20.7,3.3,3788,98.24,183.0,217.44
11481,20170209,15,51,727,17.27,6.73,6113,96.45,353.97,443.45
11482,20170617,30,94,94,20.05,3.95,7378,118.93,367.98,260.27
11483,20210317,24,74,567,21.48,2.52,7603,102.11,353.96,166.05
11484,20160119,47,81,517,19.61,4.39,4255,74.77,216.98,289.26
11485,20230827,63,51,182,20.9,3.1,7774,123.47,371.96,204.26
11486,20240829,66,56,280,19.45,4.55,4570,84.02,234.96,299.81
11487,20210913,71,95,86,21.6,2.4,7236,86.56,335.0,158.14
11488,20160114,14,58,952,21.36,2.64,5724,70.06,267.98,173.95
11489,20150226,69,33,24,19.01,4.99,3060,91.44,160.97,328.8
11490,20250207,61,82,585,21.14,2.86,7990,78.05,377.96,188.45
11491,20150317,36,75,298,19.67,4.33,7494,90.74,380.99,285.31
11492,20200215,85,96,24,22.1,1.9,3513,130.12,158.96,125.19
11493,20220815,11,81,744,19.92,4.08,4342,73.37,217.97,268.84
11494,20230825,90,73,965,21.89,2.11,8668,123.53,395.98,139.03
11495,20180219,76,63,512,20.23,3.77,5219,72.11,257.98,248.41
11496,20240918,65,63,321,23.76,0.24,3777,100.97,158.96,15.81
11497,20201007,69,19,913,20.07,3.93,4234,119.84,210.96,258.95
11498,20220505,56,42,385,16.83,7.17,4830,50.87,286.99,472.44
11499,20161004,33,86,586,22.21,1.79,6352,127.69,286.0,117.95
11500,20210106,3,66,212,22.95,1.05,3763,107.71,163.97,69.19
11501,20220312,47,50,373,21.4,2.6,4344,123.45,202.99,171.32
11502,20160904,36,51,200,16.78,7.22,4480,51.79,266.98,475.74
11503,20191105,89,81,410,18.29,5.71,2780,97.53,152.0,376.24
11504,20230925,70,12,368,16.16,7.84,4104,69.63,253.96,516.59
11505,20150705,93,93,283,17.14,6.86,4336,83.19,252.98,452.01
11506,20170209,45,6,174,18.51,5.49,5775,109.16,311.99,361.74
11507,20151013,42,18,1000,16.67,7.33,2850,78.5,170.97,482.98
11508,20160823,90,58,496,22.71,1.29,6426,87.57,282.96,85.0
11509,20200824,85,29,98,16.48,7.52,3740,97.72,226.94,495.5
11510,20180425,10,54,139,18.33,5.67,6672,79.55,363.99,373.6
11511,20160324,68,46,949,22.76,1.24,5075,78.0,222.98,81.71
11512,20210911,27,88,349,22.62,1.38,6808,117.07,300.97,90.93
11513,20241026,30,13,569,21.96,2.04,3601,104.23,163.98,134.42
11514,20240320,40,49,253,16.34,7.66,4330,80.7,264.99,504.73
11515,20170625,88,44,245,18.4,5.6,5777,106.46,313.97,368.99
11516,20200311,79,82,65,18.67,5.33,4462,76.39,238.99,351.2
11517,20150418,29,53,752,16.29,7.71,4039,85.22,247.94,508.02
11518,20200207,6,76,967,23.29,0.71,4029,95.09,172.99,46.78
11519,20220903,77,8,258,22.15,1.85,5028,76.96,227.0,121.9
11520,20220120,38,7,879,16.07,7.93,4628,74.22,287.99,522.52
11521,20240511,38,49,518,16.64,7.36,4010,89.67,240.99,484.96
11522,20200702,5,80,938,23.07,0.93,4498,115.92,194.97,61.28
11523,20171211,1,87,182,16.94,7.06,6742,54.28,397.99,465.19
11524,20171109,64,21,832,23.19,0.81,7977,122.82,343.98,53.37
11525,20161031,33,43,867,20.3,3.7,3105,117.85,152.96,243.8
11526,20230721,20,34,604,23.92,0.08,8419,101.44,351.96,5.27
11527,20190204,95,39,821,20.54,3.46,5052,67.5,245.96,227.98
11528,20170424,26,62,327,16.31,7.69,2772,64.78,169.96,506.7
11529,20200330,73,50,705,20.71,3.29,7062,117.1,340.99,216.78
11530,20180604,10,97,701,23.06,0.94,9154,114.74,396.96,61.94
11531,20230627,54,58,502,21.42,2.58,3448,114.47,160.97,170.0
11532,20240325,100,2,739,23.17,0.83,8526,86.08,367.98,54.69
11533,20190517,55,37,291,21.8,2.2,6932,71.83,317.98,144.96
11534,20200216,82,53,329,19.24,4.76,4944,70.43,256.96,313.64
11535,20230119,13,12,405,21.02,2.98,6390,89.84,304.0,196.36
11536,20170101,59,92,580,19.5,4.5,7468,87.24,382.97,296.51
11537,20191206,95,14,675,18.52,5.48,6296,67.11,339.96,361.08
11538,20240107,35,49,61,16.16,7.84,3151,82.62,194.99,516.59
11539,20240105,57,87,751,21.57,2.43,5370,85.64,248.96,160.12
11540,20221003,47,70,579,19.77,4.23,4863,60.2,245.98,278.72
11541,20151130,88,24,657,18.94,5.06,3712,56.99,195.99,333.41
11542,20160420,97,13,652,21.44,2.56,8468,125.67,394.96,168.68
11543,20211023,43,73,8,23.99,0.01,9356,114.4,390.0,0.66
11544,20250718,79,21,928,22.01,1.99,8363,83.79,379.96,131.12
11545,20211030,52,35,74,20.72,3.28,6526,67.83,314.96,216.12
11546,20211017,14,5,877,23.89,0.11,7979,75.43,333.99,7.25
11547,20160422,69,70,134,17.63,6.37,2662,64.25,150.99,419.73
11548,20200729,91,36,870,21.02,2.98,8092,99.53,384.97,196.36
11549,20190309,9,16,983,21.48,2.52,4016,96.05,186.96,166.05
11550,20181017,84,5,603,17.23,6.77,2722,62.39,157.98,446.08
11551,20241022,30,82,703,19.26,4.74,7164,61.41,371.96,312.33
11552,20240208,4,18,694,17.96,6.04,6286,94.95,350.0,397.98
11553,20200903,79,93,515,16.42,7.58,6288,63.37,382.95,499.46
11554,20151215,81,47,732,21.55,2.45,5495,114.49,254.99,161.43
11555,20221202,1,25,918,16.96,7.04,3934,100.56,231.96,463.88
11556,20180510,92,47,813,22.75,1.25,6028,102.93,264.97,82.36
11557,20191205,33,74,409,17.56,6.44,3986,98.34,226.99,424.34
11558,20160602,47,72,387,19.19,4.81,4624,82.33,240.96,316.94
11559,20230114,7,94,201,19.58,4.42,5815,69.87,296.99,291.24
11560,20230109,42,19,621,21.97,2.03,7447,117.84,338.96,133.76
11561,20240229,92,83,616,23.89,0.11,9125,110.71,381.96,7.25
11562,20180703,85,91,930,23.12,0.88,6519,126.28,281.96,57.98
11563,20151120,36,58,272,21.82,2.18,4538,80.99,207.97,143.64
11564,20200112,49,87,424,18.24,5.76,5690,107.87,311.95,379.53
11565,20220621,21,62,386,23.15,0.85,4120,87.06,177.97,56.01
11566,20160106,13,48,87,17.86,6.14,5840,81.19,326.99,404.57
11567,20230629,93,4,580,16.62,7.38,3938,71.88,236.94,486.28
11568,20230616,20,91,69,19.38,4.62,3585,66.03,184.98,304.42
11569,20200220,16,42,644,19.6,4.4,5684,100.25,290.0,289.92
11570,20240908,48,8,402,19.11,4.89,5866,77.2,306.96,322.21
11571,20161019,1,17,675,18.43,5.57,5289,60.15,286.98,367.01
11572,20211026,37,41,362,23.78,0.22,7348,120.24,309.0,14.5
11573,20180906,89,63,168,17.5,6.5,5547,79.34,316.97,428.29
11574,20231203,99,38,995,20.08,3.92,7429,117.29,369.97,258.29
11575,20161122,41,90,661,18.87,5.13,4755,81.93,251.99,338.02
11576,20200331,47,48,537,19.73,4.27,3571,80.44,180.99,281.36
11577,20221110,11,68,613,19.01,4.99,6900,90.35,362.97,328.8
11578,20240628,56,95,74,21.56,2.44,4376,73.19,202.97,160.77
11579,20170527,38,75,870,21.67,2.33,5807,126.76,267.97,153.53
11580,20240902,84,22,959,16.65,7.35,2564,51.35,153.99,484.3
11581,20210219,12,59,282,18.08,5.92,5116,68.02,282.96,390.08
11582,20160822,46,95,359,22.02,1.98,8015,128.25,363.99,130.46
11583,20201106,30,26,713,22.56,1.44,8234,84.85,364.98,94.88
11584,20170717,86,2,57,22.88,1.12,7367,91.63,321.98,73.8
11585,20221106,15,44,355,16.83,7.17,3601,62.3,213.96,472.44
11586,20210724,23,72,651,20.63,3.37,6642,103.87,321.96,222.05
11587,20220117,41,23,293,20.41,3.59,6245,104.62,305.98,236.55
11588,20241110,39,49,738,16.7,7.3,3039,98.01,181.98,481.01
11589,20171029,68,82,715,20.65,3.35,5967,81.17,288.96,220.74
11590,20230213,54,98,160,17.96,6.04,4921,76.09,274.0,397.98
11591,20190405,46,3,515,18.59,5.41,5577,59.91,300.0,356.47
11592,20170419,49,44,411,23.48,0.52,7560,138.5,321.98,34.26
11593,20250701,4,100,306,18.32,5.68,6008,62.5,327.95,374.26
11594,20250617,20,29,422,21.78,2.22,7361,70.93,337.97,146.28
11595,20190120,58,66,572,19.28,4.72,4434,95.28,229.98,311.01
11596,20190109,80,93,343,17.9,6.1,4385,69.64,244.97,401.94
11597,20170924,61,15,446,23.82,0.18,6121,116.27,256.97,11.86
11598,20250716,91,83,302,21.85,2.15,3321,95.32,151.99,141.67
11599,20190905,93,76,618,21.48,2.52,5885,82.78,273.98,166.05
11600,20200113,63,3,642,20.46,3.54,6649,81.12,324.98,233.26
11601,20190608,50,53,17,18.29,5.71,6931,88.31,378.95,376.24
11602,20180122,90,71,985,16.46,7.54,4921,72.38,298.97,496.82
11603,20151016,96,56,593,19.31,4.69,4866,83.95,251.99,309.03
11604,20200530,1,22,366,22.49,1.51,8073,82.45,358.96,99.5
11605,20161224,61,77,458,21.26,2.74,7143,101.86,335.98,180.54
11606,20161114,97,74,168,18.17,5.83,3524,83.63,193.95,384.15
11607,20230428,71,87,535,16.5,7.5,2590,52.42,156.97,494.19
11608,20220929,16,51,645,22.23,1.77,6957,85.68,312.96,116.63
11609,20250414,32,33,677,18.3,5.7,3733,105.97,203.99,375.58
11610,20190818,31,7,865,21.05,2.95,8314,93.35,394.96,194.38
11611,20241022,3,38,22,17.3,6.7,2889,99.81,166.99,441.47
11612,20190210,59,50,14,19.35,4.65,7062,106.88,364.96,306.39
11613,20150606,20,74,886,23.08,0.92,8493,72.68,367.98,60.62
11614,20230531,24,58,133,17.57,6.43,7010,70.75,398.98,423.68
11615,20230228,12,85,682,22.19,1.81,7322,73.22,329.97,119.26
11616,20151213,92,18,680,22.12,1.88,5441,87.14,245.98,123.88
11617,20180615,82,69,241,20.33,3.67,7339,85.19,360.99,241.82
11618,20160320,58,17,740,23.29,0.71,8267,133.99,354.96,46.78
11619,20190416,45,31,820,22.67,1.33,4511,132.96,198.99,87.64
11620,20170604,47,76,185,21.02,2.98,7314,87.08,347.95,196.36
11621,20220313,28,77,836,19.85,4.15,4783,90.15,240.96,273.45
11622,20250118,99,64,578,21.41,2.59,6958,72.18,324.99,170.66
11623,20161207,36,64,919,22.57,1.43,3949,103.64,174.97,94.22
11624,20180819,76,45,248,22.82,1.18,6549,105.33,286.99,77.75
11625,20191121,51,38,289,16.5,7.5,5494,88.44,332.97,494.19
11626,20240615,17,11,560,16.81,7.19,6421,74.98,381.98,473.76
11627,20210906,31,7,856,23.77,0.23,6417,85.26,269.96,15.16
11628,20201114,64,17,583,22.45,1.55,3883,100.1,172.96,102.13
11629,20201019,100,50,77,22.4,1.6,3695,123.09,164.96,105.43
11630,20171115,66,97,251,20.85,3.15,3398,97.0,162.97,207.56
11631,20170204,24,89,463,17.27,6.73,2797,92.54,161.96,443.45
11632,20211107,46,90,682,22.72,1.28,3907,87.85,171.96,84.34
11633,20190819,63,97,929,19.32,4.68,6221,87.3,322.0,308.37
11634,20221231,81,31,970,21.9,2.1,3569,111.63,162.97,138.37
11635,20190522,63,1,223,16.66,7.34,5647,58.77,338.96,483.64
11636,20230628,95,36,624,18.13,5.87,5457,84.47,300.99,386.78
11637,20150910,63,10,352,22.04,1.96,5840,66.92,264.97,129.15
11638,20190706,57,91,745,16.97,7.03,5243,87.87,308.96,463.22
11639,20201126,40,33,369,17.34,6.66,5011,85.97,288.99,438.84
11640,20180720,27,92,790,20.69,3.31,6331,101.86,305.99,218.1
11641,20200224,4,30,7,18.06,5.94,7043,82.05,389.98,391.39
11642,20161017,92,13,703,18.03,5.97,7103,78.58,393.95,393.37
11643,20210611,52,70,714,16.59,7.41,4512,70.83,271.97,488.25
11644,20171110,13,7,537,23.47,0.53,7158,113.16,304.99,34.92
11645,20171225,33,46,854,20.06,3.94,7943,70.68,395.96,259.61
11646,20241121,15,64,995,19.48,4.52,3194,59.3,163.96,297.83
11647,20241021,22,34,346,23.42,0.58,8688,90.74,370.96,38.22
11648,20250107,26,91,953,22.17,1.83,6030,89.53,271.99,120.58
11649,20250504,13,36,462,21.67,2.33,6891,71.64,318.0,153.53
11650,20250605,7,41,387,17.52,6.48,3398,84.14,193.95,426.98
11651,20161015,91,27,570,20.42,3.58,4880,70.34,238.98,235.89
11652,20170527,20,43,866,23.98,0.02,7026,91.01,292.99,1.32
11653,20170622,20,50,803,17.38,6.62,4779,100.89,274.97,436.2
11654,20180511,22,55,782,21.21,2.79,3414,111.58,160.96,183.84
11655,20170720,63,21,464,17.42,6.58,6758,100.61,387.94,433.57
11656,20241201,37,100,7,20.94,3.06,7056,95.37,336.96,201.63
11657,20240127,7,41,516,16.76,7.24,3335,64.31,198.99,477.05
11658,20220129,76,24,984,20.7,3.3,7389,97.88,356.96,217.44
11659,20220313,64,15,583,20.21,3.79,3354,115.11,165.96,249.73
11660,20250725,74,2,366,16.35,7.65,4479,69.42,273.94,504.07
11661,20211107,100,48,289,23.57,0.43,6104,132.2,258.97,28.33
11662,20200913,38,49,61,16.73,7.27,4734,97.94,282.96,479.03
11663,20250125,99,74,332,19.93,4.07,5401,114.4,271.0,268.18
11664,20170425,41,55,263,16.37,7.63,2684,63.11,163.96,502.75
11665,20230719,81,85,898,23.38,0.62,8089,104.36,345.98,40.85
11666,20230328,58,75,616,19.89,4.11,3739,77.37,187.98,270.81
11667,20191111,80,87,118,18.74,5.26,3541,103.0,188.95,346.59
11668,20230219,57,61,869,19.11,4.89,6096,83.13,319.0,322.21
11669,20180326,14,55,986,20.64,3.36,4024,101.16,194.96,221.39
11670,20240519,53,23,335,21.18,2.82,6544,98.79,308.97,185.81
11671,20250510,84,60,269,19.8,4.2,3385,78.95,170.96,276.74
11672,20230408,65,76,221,17.39,6.61,3043,67.93,174.99,435.54
11673,20241209,92,11,856,22.4,1.6,3942,112.18,175.98,105.43
11674,20221120,48,3,264,23.53,0.47,6188,114.76,262.98,30.97
11675,20190109,2,42,824,17.94,6.06,4646,70.55,258.97,399.3
11676,20150418,77,30,286,22.89,1.11,6660,88.64,290.96,73.14
11677,20210605,8,28,614,21.0,3.0,4053,100.64,193.0,197.67
11678,20170608,41,35,745,23.48,0.52,5752,84.51,244.97,34.26
11679,20230511,9,9,707,20.53,3.47,7349,75.35,357.96,228.64
11680,20231102,56,20,294,22.92,1.08,3758,116.14,163.96,71.16
11681,20220731,29,37,259,16.41,7.59,4627,72.18,281.96,500.12
11682,20240705,56,67,454,18.49,5.51,5010,103.35,270.96,363.06
11683,20180604,45,22,694,19.49,4.51,7133,74.71,365.98,297.17
11684,20161228,100,82,697,17.47,6.53,3459,95.5,198.0,430.27
11685,20191209,78,48,128,18.29,5.71,3347,109.36,183.0,376.24
11686,20200327,38,89,151,22.16,1.84,5584,114.4,251.99,121.24
11687,20240904,6,89,153,16.86,7.14,3119,98.41,184.99,470.46
11688,20230201,7,36,130,20.84,3.16,5126,87.0,245.97,208.22
11689,20180304,76,95,561,20.32,3.68,6278,95.99,308.96,242.48
11690,20150430,47,39,825,17.7,6.3,4053,74.16,228.98,415.12
11691,20180103,100,47,802,22.51,1.49,6888,77.78,306.0,98.18
11692,20220826,49,60,491,18.51,5.49,5775,98.98,311.99,361.74
11693,20250416,70,28,734,21.14,2.86,7927,72.17,374.98,188.45
11694,20210218,49,16,772,23.59,0.41,8044,140.24,340.99,27.02
11695,20250325,14,49,358,20.67,3.33,6965,120.3,336.96,219.42
11696,20220408,88,44,605,23.13,0.87,6060,89.39,262.0,57.33
11697,20160412,7,60,48,17.62,6.38,4669,93.76,264.98,420.39
11698,20160624,66,13,910,18.54,5.46,6173,75.64,332.96,359.77
11699,20211017,67,21,998,19.92,4.08,3107,110.53,155.97,268.84
11700,20190811,78,64,974,21.46,2.54,7081,98.13,329.96,167.36
11701,20180228,23,97,171,16.54,7.46,3903,97.81,235.97,491.55
11702,20240615,55,80,823,23.68,0.32,6275,79.88,264.99,21.09
11703,20230606,3,4,62,23.11,0.89,5777,124.58,249.98,58.64
11704,20171109,36,32,728,16.84,7.16,3772,97.43,223.99,471.78
11705,20240205,16,77,579,17.2,6.8,4403,96.71,255.99,448.06
11706,20180902,19,18,47,19.12,4.88,4952,104.59,259.0,321.55
11707,20230605,61,24,626,19.19,4.81,3799,109.32,197.97,316.94
11708,20161001,87,7,598,21.99,2.01,4573,119.79,207.96,132.44
11709,20161111,15,81,286,20.48,3.52,3481,80.51,169.97,231.94
11710,20190525,50,79,270,21.81,2.19,8309,112.3,380.97,144.3
11711,20170201,6,43,36,20.86,3.14,6299,90.12,301.97,206.9
11712,20220207,55,19,360,20.1,3.9,5728,69.55,284.98,256.98
11713,20230710,99,51,459,21.47,2.53,5066,123.18,235.96,166.71
11714,20230928,81,1,912,19.65,4.35,3183,116.43,161.98,286.63
11715,20180716,68,4,597,23.48,0.52,8429,85.11,358.99,34.26
11716,20160327,36,58,870,20.34,3.66,3376,110.66,165.98,241.16
11717,20231103,39,36,954,23.44,0.56,8860,139.3,377.99,36.9
11718,20150424,11,4,515,23.33,0.67,3919,95.96,167.98,44.15
11719,20161111,89,45,441,16.71,7.29,4394,93.18,262.96,480.35
11720,20250826,5,92,231,21.68,2.32,8650,79.2,398.99,152.87
11721,20241028,70,87,308,17.39,6.61,5860,77.79,336.98,435.54
11722,20210703,1,39,302,16.27,7.73,3644,91.43,223.97,509.34
11723,20160320,67,35,202,19.31,4.69,7704,78.98,398.96,309.03
11724,20200830,36,25,31,17.11,6.89,6074,94.6,355.0,453.99
11725,20230123,21,53,392,23.18,0.82,7927,84.39,341.98,54.03
11726,20190926,57,49,706,17.08,6.92,6558,52.39,383.96,455.97
11727,20200730,15,100,518,23.51,0.49,7687,132.2,326.97,32.29
11728,20211220,47,17,755,16.39,7.61,2638,97.18,160.95,501.43
11729,20221029,71,9,897,16.43,7.57,2858,80.43,173.95,498.8
11730,20180919,71,14,954,23.92,0.08,8587,92.39,358.99,5.27
11731,20150729,78,81,128,16.43,7.57,4616,51.56,280.95,498.8
11732,20160609,44,38,985,18.55,5.45,6937,110.64,373.96,359.11
11733,20150720,40,98,921,17.7,6.3,6619,58.29,373.95,415.12
11734,20170530,59,5,701,22.04,1.96,4540,98.63,205.99,129.15
11735,20200113,68,90,484,19.42,4.58,7690,111.89,395.98,301.78
11736,20160108,81,95,2,23.51,0.49,9027,85.7,383.96,32.29
11737,20220419,16,60,213,19.37,4.63,6992,110.79,360.97,305.08
11738,20171227,12,38,863,22.36,1.64,7267,117.89,325.0,108.06
11739,20201209,50,50,881,22.94,1.06,7616,114.98,332.0,69.84
11740,20210621,11,89,969,22.52,1.48,8737,130.82,387.97,97.52
11741,20160313,87,26,52,16.92,7.08,3840,89.76,226.95,466.51
11742,20241218,10,3,703,17.68,6.32,5781,56.83,326.98,416.43
11743,20250310,7,70,719,19.25,4.75,6217,71.53,322.96,312.98
11744,20220504,29,72,583,19.92,4.08,5139,104.48,257.98,268.84
11745,20180221,99,8,69,17.87,6.13,6165,74.2,344.99,403.91
11746,20211011,82,15,224,22.66,1.34,4078,77.15,179.96,88.29
11747,20160112,90,79,891,16.67,7.33,3800,96.71,227.95,482.98
11748,20150715,22,6,669,17.8,6.2,6283,86.32,352.98,408.53
11749,20240204,59,85,80,18.74,5.26,7289,77.75,388.95,346.59
11750,20230225,40,22,645,22.63,1.37,8237,131.23,363.99,90.27
11751,20180709,52,31,691,19.4,4.6,4306,70.65,221.96,303.1
11752,20230203,66,21,209,23.5,0.5,8413,97.25,358.0,32.95
11753,20150302,10,19,924,18.83,5.17,3954,110.45,209.98,340.66
11754,20190605,56,52,140,19.38,4.62,6124,98.78,316.0,304.42
11755,20190825,34,88,749,22.74,1.26,7617,119.28,334.96,83.02
11756,20190430,27,17,952,16.73,7.27,3797,76.52,226.96,479.03
11757,20170413,58,64,596,22.31,1.69,6559,73.57,293.99,111.36
11758,20200120,22,29,761,23.39,0.61,6221,85.38,265.97,40.19
11759,20160212,10,69,566,17.91,6.09,3958,78.91,220.99,401.28
11760,20180927,27,16,497,20.58,3.42,6750,64.68,327.99,225.35
11761,20190911,85,46,24,23.35,0.65,3572,125.9,152.98,42.83
11762,20180704,13,50,814,21.98,2.02,4066,100.4,184.99,133.1
11763,20180429,49,47,174,22.18,1.82,7962,76.45,358.97,119.92
11764,20211217,17,19,258,16.96,7.04,3646,86.42,214.98,463.88
11765,20230914,58,59,417,19.94,4.06,7936,94.89,397.99,267.52
11766,20200723,30,77,302,23.76,0.24,9028,104.45,379.97,15.81
11767,20170130,61,93,501,18.85,5.15,3317,107.12,175.97,339.34
11768,20150822,39,9,32,22.24,1.76,4937,115.13,221.99,115.97
11769,20190727,40,52,463,21.24,2.76,5182,81.39,243.97,181.86
11770,20170805,72,12,100,21.03,2.97,6309,118.04,300.0,195.7
11771,20191201,81,37,627,21.6,2.4,7581,95.54,350.97,158.14
11772,20160912,37,67,194,16.46,7.54,5843,97.34,354.98,496.82
11773,20191221,21,35,872,18.41,5.59,6425,103.99,349.0,368.33
11774,20200409,85,88,932,18.25,5.75,3212,64.55,176.0,378.88
11775,20170126,94,17,483,16.32,7.68,5712,59.38,350.0,506.05
11776,20230824,11,88,51,21.97,2.03,4921,91.86,223.99,133.76
11777,20240201,89,45,449,18.62,5.38,6274,90.86,336.95,354.5
11778,20220307,87,24,163,19.47,4.53,6775,100.59,347.97,298.49
11779,20150717,23,78,854,17.28,6.72,3110,63.16,179.98,442.79
11780,20240803,47,3,754,17.32,6.68,3498,79.41,201.96,440.15
11781,20191113,55,3,166,21.1,2.9,5169,107.65,244.98,191.08
11782,20250103,18,65,879,16.86,7.14,5058,55.81,300.0,470.46
11783,20190401,50,98,40,19.45,4.55,5134,64.31,263.96,299.81
11784,20170820,31,19,290,17.99,6.01,2734,67.29,151.97,396.01
11785,20180204,98,92,936,20.07,3.93,6723,109.23,334.98,258.95
11786,20210710,59,56,272,21.56,2.44,6662,71.6,309.0,160.77
11787,20150122,75,78,211,20.73,3.27,4747,89.83,228.99,215.46
11788,20190429,97,82,473,18.51,5.49,5219,73.28,281.96,361.74
11789,20240322,98,70,604,19.05,4.95,3486,73.94,182.99,326.16
11790,20250414,3,7,645,18.22,5.78,7032,101.54,385.95,380.85
11791,20160202,57,55,29,19.73,4.27,7536,109.72,381.96,281.36
11792,20150316,46,69,634,18.83,5.17,6854,86.35,363.99,340.66
11793,20240712,80,51,516,16.16,7.84,5704,94.48,352.97,516.59
11794,20180519,21,6,424,19.53,4.47,4902,58.66,251.0,294.53
11795,20171006,81,11,76,22.9,1.1,5679,131.94,247.99,72.48
11796,20220411,14,57,330,17.76,6.24,6287,99.67,354.0,411.16
11797,20220930,23,46,105,21.57,2.43,7484,112.43,346.96,160.12
11798,20250223,49,76,531,19.14,4.86,5627,65.88,293.99,320.23
11799,20231015,7,30,232,20.89,3.11,3572,95.75,170.99,204.92
11800,20150423,7,45,112,20.95,3.05,6892,79.16,328.97,200.97
11801,20180326,88,98,569,22.21,1.79,6529,75.29,293.97,117.95
11802,20250908,80,78,572,17.09,6.91,4511,58.7,263.96,455.31
11803,20240720,53,66,564,21.03,2.97,3596,106.41,170.99,195.7
11804,20220514,83,42,86,19.66,4.34,7470,70.56,379.96,285.97
11805,20201115,15,2,592,22.94,1.06,8556,107.75,372.97,69.84
11806,20250829,36,97,107,18.32,5.68,7071,104.35,385.97,374.26
11807,20150825,75,2,683,23.52,0.48,7879,100.92,334.99,31.63
11808,20190221,59,63,441,21.41,2.59,8349,109.02,389.96,170.66
11809,20150618,79,69,119,17.09,6.91,2854,89.02,167.0,455.31
11810,20151020,95,14,123,17.1,6.9,5762,97.5,336.96,454.65
11811,20240829,79,15,316,21.85,2.15,5440,117.59,248.97,141.67
11812,20171019,26,92,369,22.49,1.51,7893,88.04,350.96,99.5
11813,20221228,79,32,136,20.52,3.48,7038,87.48,342.98,229.3
11814,20240530,54,52,941,20.7,3.3,7100,62.22,343.0,217.44
11815,20230301,19,30,537,22.47,1.53,4763,116.68,211.97,100.81
11816,20180403,90,77,113,21.47,2.53,4079,74.08,189.99,166.71
11817,20250825,42,46,77,23.27,0.73,8028,83.73,344.99,48.1
11818,20241009,60,92,453,16.11,7.89,3511,85.46,217.94,519.88
11819,20170103,59,41,491,18.92,5.08,5051,82.03,266.97,334.73
11820,20221118,84,70,952,17.37,6.63,5158,80.53,296.95,436.86
11821,20210501,3,27,41,19.2,4.8,3072,70.41,160.0,316.28
11822,20170316,16,54,986,22.19,1.81,4016,67.53,180.98,119.26
11823,20241216,75,99,699,23.65,0.35,5226,80.38,220.97,23.06
11824,20250613,38,39,328,16.5,7.5,4867,95.45,294.97,494.19
11825,20210608,68,79,751,17.24,6.76,6844,80.84,396.98,445.43
